Format Version,1.23,Take Name,hri_snimanje_vjezbe_02_y,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-22 08.38.54.976 AM,Capture Start Frame,179641,Total Frames in Take,2949,Total Exported Frames,2949,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,MarkerSet 001:mali,MarkerSet 001:mali,MarkerSet 001:mali,MarkerSet 001:palac,MarkerSet 001:palac,MarkerSet 001:palac,MarkerSet 001:srednji,MarkerSet 001:srednji,MarkerSet 001:srednji,MarkerSet 001:zapesce,MarkerSet 001:zapesce,MarkerSet 001:zapesce
,ID,"524E5026B0DF76111F0","524E5026B0DF76111F0","524E5026B0DF76111F0","51DE5026B0DF76111F0","51DE5026B0DF76111F0","51DE5026B0DF76111F0","51FE5026B0DF76111F0","51FE5026B0DF76111F0","51FE5026B0DF76111F0","517E5026B0DF76111F0","517E5026B0DF76111F0","517E5026B0DF76111F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
55,0.458000,14.525533,1349.250000,-115.095131,130.793396,1325.948364,-162.946426,58.530087,1346.724487,-75.549332,40.818127,1370.571533,-198.954269
56,0.467000,14.546568,1349.215576,-115.118881,130.843445,1325.979248,-162.998413,58.561947,1346.625244,-75.553986,40.803265,1370.565186,-198.971390
57,0.475000,14.553723,1349.141968,-115.116211,130.876434,1326.010742,-163.049011,58.578087,1346.552368,-75.575485,40.797993,1370.549438,-198.961014
58,0.483000,14.590691,1349.069946,-115.124039,130.897629,1325.979126,-163.125885,58.594391,1346.477783,-75.589302,40.819248,1370.502197,-198.947357
59,0.492000,14.601935,1349.063232,-115.161247,130.955368,1325.973633,-163.170044,58.616661,1346.448242,-75.617943,40.846992,1370.501221,-198.990234
60,0.500000,14.618771,1349.081177,-115.158447,130.987030,1325.934937,-163.198807,58.638905,1346.449219,-75.639381,40.865406,1370.515381,-199.031342
61,0.508000,14.625606,1349.105103,-115.193130,131.016327,1325.919434,-163.204575,58.664051,1346.495605,-75.669868,40.912109,1370.512573,-199.054596
62,0.517000,14.627448,1349.159546,-115.213982,131.023041,1325.913330,-163.186356,58.698116,1346.549927,-75.688667,40.926544,1370.535645,-199.077484
63,0.525000,14.676319,1349.188599,-115.243805,131.006714,1325.922974,-163.222229,58.726574,1346.592285,-75.695015,40.949203,1370.544678,-199.123734
64,0.533000,14.732310,1349.176636,-115.254303,131.016602,1325.958008,-163.274643,58.800175,1346.590332,-75.721375,40.982964,1370.548340,-199.137283
65,0.542000,14.777502,1349.125488,-115.264931,131.050278,1325.948364,-163.311279,58.852654,1346.551758,-75.762146,40.982643,1370.547974,-199.163437
66,0.550000,15.002135,1348.869507,-115.482582,131.115234,1325.973267,-163.388046,58.900753,1346.496460,-75.810806,40.992752,1370.549072,-199.187469
67,0.558000,15.048675,1348.688965,-115.520195,131.144547,1326.009399,-163.443390,58.966396,1346.429688,-75.834320,40.995300,1370.549072,-199.161179
68,0.567000,15.112267,1348.632935,-115.537064,131.156937,1325.961304,-163.408417,59.016289,1346.314331,-75.833748,41.033916,1370.517090,-199.155548
69,0.575000,15.133015,1348.580688,-115.543427,131.191666,1325.921387,-163.414673,59.045353,1346.242432,-75.849297,41.045193,1370.510132,-199.178116
70,0.583000,15.142905,1348.560669,-115.552277,131.205734,1325.838623,-163.417343,59.026062,1346.187744,-75.864342,41.098713,1370.464233,-199.177917
71,0.592000,15.100944,1348.589844,-115.612648,131.194763,1325.755859,-163.383774,59.006611,1346.149170,-75.873779,41.163261,1370.440552,-199.222015
72,0.600000,15.081581,1348.625854,-115.621902,131.181076,1325.674927,-163.310837,58.964127,1346.144897,-75.919456,41.214378,1370.413208,-199.240952
73,0.608000,15.070681,1348.624023,-115.663651,131.154114,1325.548584,-163.255737,58.940094,1346.125244,-75.936119,41.296696,1370.386108,-199.266006
74,0.617000,15.088131,1348.611694,-115.702293,131.170074,1325.490601,-163.256699,59.001080,1346.078979,-75.988724,41.325142,1370.362549,-199.314987
75,0.625000,15.119125,1348.550293,-115.727058,131.245422,1325.472900,-163.279419,59.053444,1345.984009,-76.014824,41.344009,1370.338623,-199.312943
76,0.633000,15.196198,1348.437256,-115.724358,131.324448,1325.521606,-163.408768,59.130234,1345.872925,-76.037598,41.359856,1370.287598,-199.338425
77,0.642000,15.282611,1348.288940,-115.729141,131.414017,1325.570068,-163.535095,59.244949,1345.762451,-76.079727,41.343956,1370.249878,-199.329071
78,0.650000,15.426964,1348.141968,-115.735451,131.498566,1325.617188,-163.647217,59.334919,1345.506348,-76.197823,41.397911,1370.214844,-199.346436
79,0.658000,15.551626,1348.042358,-115.721046,131.589157,1325.669678,-163.809998,59.484703,1345.400757,-76.264145,41.417938,1370.182617,-199.379501
80,0.667000,15.638713,1347.946045,-115.738373,131.655014,1325.661255,-163.911102,59.575722,1345.334351,-76.315514,41.473522,1370.141602,-199.405197
81,0.675000,15.723621,1347.907837,-115.778366,131.719193,1325.605957,-163.963379,59.683098,1345.289917,-76.377914,41.528885,1370.129639,-199.433640
82,0.683000,15.774710,1347.886963,-115.801430,131.725311,1325.540283,-163.920547,59.730206,1345.222778,-76.395035,41.601101,1370.120361,-199.443604
83,0.692000,15.777830,1347.894531,-115.843513,131.750839,1325.450195,-163.920609,59.741821,1345.174561,-76.422050,41.697540,1370.095337,-199.483063
84,0.700000,15.788708,1347.894409,-115.887306,131.761505,1325.380981,-163.935501,59.731655,1345.135498,-76.448250,41.732319,1370.071777,-199.501785
85,0.708000,15.801721,1347.870850,-115.907181,131.735458,1325.163818,-163.855423,59.717907,1345.052246,-76.467583,41.785789,1370.055298,-199.512161
86,0.717000,15.774203,1347.809814,-115.918709,131.704666,1325.011475,-163.888504,59.708996,1344.929932,-76.460411,41.829903,1370.013550,-199.510513
87,0.725000,15.788690,1347.713501,-115.946045,131.741837,1325.008057,-163.918365,59.711060,1344.843628,-76.452538,41.823593,1369.988770,-199.513779
88,0.733000,15.751233,1347.819214,-115.783920,131.763428,1325.022827,-163.951035,59.719761,1344.735962,-76.434433,41.824833,1369.977051,-199.487488
89,0.742000,15.741419,1347.756714,-115.782898,131.777832,1324.994507,-163.965714,59.721714,1344.653320,-76.449081,41.814552,1369.964478,-199.474014
90,0.750000,15.771894,1347.665283,-115.796135,131.853256,1325.087769,-164.008545,59.828037,1344.581543,-76.522186,41.802059,1369.934937,-199.493790
91,0.758000,15.809430,1347.635498,-115.800728,131.891571,1325.154175,-164.078171,59.860573,1344.543823,-76.566879,41.798798,1369.951904,-199.494644
92,0.767000,15.817191,1347.638428,-115.828773,131.890289,1325.164795,-164.069046,59.874958,1344.547485,-76.584122,41.822285,1369.947388,-199.514801
93,0.775000,15.821191,1347.646240,-115.847000,131.856277,1325.091064,-164.072769,59.855713,1344.548096,-76.609207,41.836002,1369.963379,-199.524399
94,0.783000,15.862085,1347.618408,-115.871651,131.887283,1325.061401,-164.143661,59.890427,1344.537964,-76.602661,41.833820,1369.968750,-199.560104
95,0.792000,15.875252,1347.599976,-115.882874,131.933792,1325.089966,-164.185898,59.876640,1344.487427,-76.647148,41.864017,1369.984741,-199.566498
96,0.800000,15.876870,1347.561768,-115.902977,131.944397,1325.123291,-164.239380,59.899021,1344.456177,-76.661224,41.845715,1370.027588,-199.557968
97,0.808000,15.877351,1347.497192,-115.882500,131.948441,1325.175659,-164.284073,59.929825,1344.387939,-76.665176,41.810226,1370.048340,-199.551559
98,0.817000,15.930276,1347.416138,-115.867584,131.985519,1325.284302,-164.345352,59.956821,1344.288818,-76.679916,41.803307,1370.063599,-199.544907
99,0.825000,15.939685,1347.268677,-115.814819,132.004242,1325.347656,-164.366867,60.004185,1344.186890,-76.671471,41.765038,1370.087646,-199.508011
100,0.833000,16.159733,1346.928711,-116.006622,131.994598,1325.410400,-164.367996,60.039951,1344.039185,-76.662056,41.725124,1370.129150,-199.457886
101,0.842000,16.218369,1346.731567,-116.047539,131.981400,1325.465942,-164.454376,60.066162,1343.884766,-76.678566,41.676235,1370.157227,-199.412613
102,0.850000,16.210550,1346.638794,-115.994972,131.989624,1325.501343,-164.495255,60.085991,1343.738525,-76.692314,41.655140,1370.175903,-199.376373
103,0.858000,16.210251,1346.581055,-116.007561,132.014847,1325.567261,-164.554474,60.102612,1343.653809,-76.694664,41.620987,1370.238770,-199.351486
104,0.867000,16.229771,1346.548828,-116.013809,132.032806,1325.637329,-164.645935,60.110947,1343.588623,-76.697906,41.592728,1370.292114,-199.349899
105,0.875000,16.241711,1346.552612,-116.001587,132.041397,1325.705566,-164.670181,60.153324,1343.586792,-76.718750,41.613155,1370.364014,-199.327850
106,0.883000,16.271112,1346.627686,-116.018272,132.057770,1325.841187,-164.679871,60.199402,1343.622192,-76.764900,41.641319,1370.466675,-199.344070
107,0.892000,16.329092,1346.758301,-116.015785,132.075409,1325.932495,-164.707291,60.264034,1343.699951,-76.797188,41.665916,1370.587280,-199.324997
108,0.900000,16.385870,1346.911743,-116.024414,132.091919,1326.072632,-164.736282,60.324299,1343.808472,-76.828987,41.686832,1370.733154,-199.343338
109,0.908000,16.235586,1347.318970,-115.798233,132.135757,1326.236328,-164.789719,60.414932,1343.930908,-76.884338,41.715008,1370.869263,-199.383713
110,0.917000,16.304270,1347.542725,-115.747604,132.174789,1326.397583,-164.857162,60.537426,1344.050049,-76.939407,41.802048,1371.030151,-199.388474
111,0.925000,16.475351,1347.498657,-115.952072,132.235291,1326.648804,-164.932495,60.629978,1344.220825,-76.980034,41.824108,1371.234253,-199.365997
112,0.933000,16.563265,1347.614746,-115.942909,132.312027,1326.911011,-164.991180,60.745758,1344.369263,-76.998077,41.805004,1371.465576,-199.372482
113,0.942000,16.636887,1347.786743,-115.936760,132.348099,1327.194580,-165.088867,60.858261,1344.543091,-77.043266,41.755714,1371.706421,-199.378555
114,0.950000,16.694080,1347.974121,-115.929207,132.388992,1327.425659,-165.130035,60.878979,1344.759399,-77.020752,41.735336,1371.979370,-199.384094
115,0.958000,16.730350,1348.204346,-115.932770,132.414215,1327.702759,-165.226013,60.945755,1344.978027,-77.025352,41.722881,1372.276733,-199.409653
116,0.967000,16.750376,1348.454224,-115.940094,132.407669,1328.021851,-165.330032,60.966450,1345.207275,-77.095490,41.679531,1372.599487,-199.444336
117,0.975000,16.759241,1348.714478,-115.971649,132.365585,1328.342407,-165.339722,60.990097,1345.442261,-77.097656,41.662182,1372.917236,-199.428818
118,0.983000,16.763418,1348.996338,-116.029755,132.358231,1328.686401,-165.358231,60.932091,1345.697388,-77.140991,41.630348,1373.256104,-199.456177
119,0.992000,16.729647,1349.322632,-116.082359,132.330414,1329.041870,-165.397552,60.948326,1346.016235,-77.159615,41.605034,1373.631714,-199.494461
120,1.000000,16.711346,1349.691284,-116.143654,132.317886,1329.435913,-165.441711,60.991798,1346.486572,-77.160027,41.580418,1374.026489,-199.507721
121,1.008000,16.701897,1350.099121,-116.187889,132.234177,1329.855591,-165.535965,60.870342,1346.891602,-77.224136,41.558464,1374.426758,-199.559494
122,1.017000,16.720987,1350.534668,-116.220116,132.300415,1330.328369,-165.510925,60.869617,1347.323364,-77.293816,41.533997,1374.855469,-199.590881
123,1.025000,16.723597,1351.002197,-116.245239,132.298416,1330.843628,-165.642044,60.923950,1347.749878,-77.386696,41.519093,1375.289062,-199.638199
124,1.033000,16.789963,1351.480591,-116.281990,132.267593,1331.358643,-165.759583,61.054161,1348.158936,-77.461021,41.503159,1375.736694,-199.710220
125,1.042000,16.738358,1351.968994,-116.263885,132.277237,1331.893433,-165.905563,61.213570,1348.623779,-77.576485,41.485451,1376.261108,-199.738647
126,1.050000,16.868225,1352.440796,-116.295486,132.377380,1332.459717,-166.039917,61.423195,1349.165161,-77.717346,41.456371,1376.828857,-199.824234
127,1.058000,16.983795,1352.955078,-116.346947,132.428070,1333.051514,-166.247635,61.555882,1349.719604,-77.762741,41.469494,1377.406982,-199.872192
128,1.067000,17.118305,1353.526978,-116.370216,132.410522,1333.729492,-166.407562,61.576458,1350.315674,-77.752129,41.437099,1378.012329,-199.939026
129,1.075000,17.186321,1354.116089,-116.419403,132.434311,1334.450073,-166.472015,61.814121,1351.061157,-77.756020,41.394703,1378.643433,-199.960342
130,1.083000,17.283319,1354.739746,-116.438522,132.481949,1335.146973,-166.414124,61.688679,1351.666748,-77.803139,41.375439,1379.287231,-199.935593
131,1.092000,17.307001,1355.626709,-116.197777,132.458939,1335.764404,-166.442215,61.764267,1352.269409,-77.839058,41.399181,1379.942261,-199.931366
132,1.100000,17.368126,1356.115967,-116.376045,132.449692,1336.385010,-166.480896,61.881645,1352.806152,-77.904861,41.399685,1380.617554,-199.952881
133,1.108000,17.220140,1356.581665,-116.405891,132.451843,1336.982544,-166.645523,61.916531,1353.380615,-77.949409,41.401737,1381.239990,-200.025070
134,1.117000,17.331318,1357.197144,-116.461769,132.431076,1337.577271,-166.819092,61.922874,1353.928833,-77.992874,41.368088,1381.894409,-200.065948
135,1.125000,17.363220,1357.797363,-116.479515,132.476624,1338.215576,-166.990875,61.957378,1354.439819,-78.034012,41.297722,1382.591309,-200.071533
136,1.133000,17.383173,1358.583740,-116.201721,132.513901,1338.857178,-167.083328,62.146496,1355.192871,-77.970879,41.260502,1383.286987,-199.974228
