Format Version,1.23,Take Name,hri_snimanje_vjezbe_02_x,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-22 08.38.13.948 AM,Capture Start Frame,174718,Total Frames in Take,2452,Total Exported Frames,2452,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,MarkerSet 001:mali,MarkerSet 001:mali,MarkerSet 001:mali,MarkerSet 001:palac,MarkerSet 001:palac,MarkerSet 001:palac,MarkerSet 001:srednji,MarkerSet 001:srednji,MarkerSet 001:srednji,MarkerSet 001:zapesce,MarkerSet 001:zapesce,MarkerSet 001:zapesce
,ID,"524E5026B0DF76111F0","524E5026B0DF76111F0","524E5026B0DF76111F0","51DE5026B0DF76111F0","51DE5026B0DF76111F0","51DE5026B0DF76111F0","51FE5026B0DF76111F0","51FE5026B0DF76111F0","51FE5026B0DF76111F0","517E5026B0DF76111F0","517E5026B0DF76111F0","517E5026B0DF76111F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
134,1.117000,58.045612,1386.376953,-82.167656,167.555206,1365.703125,-130.606979,103.058640,1382.595703,-45.442646,79.724304,1410.139648,-168.086044
135,1.125000,57.277863,1386.488892,-82.305916,166.711487,1365.872314,-130.734451,102.219284,1382.821533,-45.552696,78.917595,1410.210571,-168.218933
136,1.133000,56.433342,1386.667480,-82.443451,165.889648,1365.903198,-130.792862,101.350945,1383.007080,-45.626980,78.162216,1410.291626,-168.374878
137,1.142000,55.577251,1386.868164,-82.597252,165.048645,1365.927002,-130.788559,100.532135,1383.140259,-45.730198,77.358955,1410.384644,-168.493912
138,1.150000,54.755783,1387.076538,-82.723190,164.201065,1365.971436,-130.834152,99.546165,1383.100952,-45.895039,76.529839,1410.532104,-168.639359
139,1.158000,53.938175,1387.185669,-82.814133,163.315720,1366.146240,-130.894318,98.699783,1383.410034,-45.868896,75.701134,1410.685547,-168.737915
140,1.167000,53.107960,1387.312256,-82.889580,162.518188,1366.352905,-130.928314,97.848648,1383.609497,-45.924477,74.910324,1410.770508,-168.819260
141,1.175000,52.279514,1387.480591,-82.934853,161.752441,1366.576904,-130.983093,97.137886,1383.745117,-45.976295,74.045052,1410.847778,-168.914154
142,1.183000,51.583179,1387.604492,-83.034332,160.993027,1366.798096,-131.188522,96.609154,1383.777100,-46.281918,73.178902,1410.975952,-168.994354
143,1.192000,50.941242,1387.766602,-83.089622,160.205795,1367.030396,-131.446091,96.139404,1383.959839,-46.500729,72.311218,1411.101562,-169.102615
