t_s,t_capture,in_J1_deg,filt_J1_deg,target_J1_deg,cmd_J1_deg,act_J1_deg,ratelim_J1,rangeclamp_J1,halted_J1,in_J2_deg,filt_J2_deg,target_J2_deg,cmd_J2_deg,act_J2_deg,ratelim_J2,rangeclamp_J2,halted_J2,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3,in_J4_deg,filt_J4_deg,target_J4_deg,cmd_J4_deg,act_J4_deg,ratelim_J4,rangeclamp_J4,halted_J4,in_J5_deg,filt_J5_deg,target_J5_deg,cmd_J5_deg,act_J5_deg,ratelim_J5,rangeclamp_J5,halted_J5,in_J6_deg,filt_J6_deg,target_J6_deg,cmd_J6_deg,act_J6_deg,ratelim_J6,rangeclamp_J6,halted_J6
0.000000,1788221166.287205,0.0000,0.0000,0.0000,0.0000,-0.0028,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0027,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0021,0,0,0
0.007685,1788221166.293268,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0028,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0020,0,0,0
0.015933,1788221166.303192,0.0000,0.0000,0.0000,0.0000,-0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0020,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0
0.023410,1788221166.310632,0.0000,0.0000,0.0000,0.0000,-0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0013,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0
0.032050,1788221166.319168,0.1153,0.0161,0.0161,0.0161,-0.0021,0,0,0,-0.0746,-0.0104,0.0230,0.0230,-0.0007,0,0,0,0.0489,0.0068,0.0103,0.0103,0.0014,0,0,0,-0.0167,-0.0023,0.0028,0.0028,-0.0028,0,0,0,0.1163,0.0163,0.0195,0.0195,0.0021,0,0,0,-0.0351,-0.0049,-0.0059,-0.0059,-0.0007,0,0,0
0.039624,1788221166.327849,0.0000,0.0000,0.0161,0.0161,0.0000,0,0,0,0.0000,0.0000,0.0230,0.0230,-0.0021,0,0,0,0.0000,0.0000,0.0103,0.0103,0.0007,0,0,0,0.0000,0.0000,0.0028,0.0028,-0.0007,0,0,0,0.0000,0.0000,0.0195,0.0195,0.0000,0,0,0,0.0000,0.0000,-0.0059,-0.0059,-0.0014,0,0,0
0.048219,1788221166.335939,0.1119,0.0253,0.0253,0.0253,-0.0007,0,0,0,-0.0864,-0.0177,0.0389,0.0389,0.0014,0,0,0,0.0346,0.0095,0.0142,0.0142,0.0021,0,0,0,0.0483,0.0025,-0.0030,-0.0030,0.0007,0,0,0,0.0763,0.0220,0.0264,0.0264,0.0000,0,0,0,-0.1787,-0.0215,-0.0258,-0.0258,-0.0020,0,0,0
0.055388,1788221166.335939,0.1119,0.0294,0.0294,0.0294,-0.0021,0,0,0,-0.0864,-0.0210,0.0461,0.0461,0.0007,0,0,0,0.0346,0.0107,0.0160,0.0160,0.0027,0,0,0,0.0483,0.0047,-0.0056,-0.0056,-0.0014,0,0,0,0.0763,0.0246,0.0295,0.0295,0.0014,0,0,0,-0.1787,-0.0290,-0.0348,-0.0348,0.0007,0,0,0
0.063560,1788221166.351784,0.0000,0.0000,0.0294,0.0294,-0.0014,0,0,0,0.0000,0.0000,0.0461,0.0461,-0.0007,0,0,0,0.0000,0.0000,0.0160,0.0160,0.0014,0,0,0,0.0000,0.0000,-0.0056,-0.0056,-0.0014,0,0,0,0.0000,0.0000,0.0295,0.0295,-0.0020,0,0,0,0.0000,0.0000,-0.0348,-0.0348,-0.0007,0,0,0
0.072049,1788221166.351784,0.1095,0.0367,0.0367,0.0367,-0.0014,0,0,0,-0.0607,-0.0246,0.0541,0.0541,0.0007,0,0,0,0.0204,0.0116,0.0174,0.0174,0.0014,0,0,0,0.0261,0.0066,-0.0079,-0.0079,-0.0007,0,0,0,0.2686,0.0467,0.0560,0.0560,0.0027,0,0,0,-0.2554,-0.0495,-0.0594,-0.0594,0.0007,0,0,0
