t_s,t_capture,in_J1_deg,filt_J1_deg,target_J1_deg,cmd_J1_deg,act_J1_deg,ratelim_J1,rangeclamp_J1,halted_J1,in_J2_deg,filt_J2_deg,target_J2_deg,cmd_J2_deg,act_J2_deg,ratelim_J2,rangeclamp_J2,halted_J2,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3,in_J4_deg,filt_J4_deg,target_J4_deg,cmd_J4_deg,act_J4_deg,ratelim_J4,rangeclamp_J4,halted_J4,in_J5_deg,filt_J5_deg,target_J5_deg,cmd_J5_deg,act_J5_deg,ratelim_J5,rangeclamp_J5,halted_J5,in_J6_deg,filt_J6_deg,target_J6_deg,cmd_J6_deg,act_J6_deg,ratelim_J6,rangeclamp_J6,halted_J6
0.000000,1788221861.655704,0.0000,0.0000,0.0000,0.0000,-0.0028,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0013,0,0,0
0.008070,1788221861.655704,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0
0.016040,1788221861.670877,0.0000,0.0000,0.0000,0.0000,-0.0028,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0013,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0
0.023481,1788221861.679188,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0006,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0
0.031839,1788221861.687437,-0.0652,-0.0032,-0.0032,-0.0032,-0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0,0.0395,0.0019,0.0029,0.0029,-0.0006,0,0,0,-0.0495,-0.0024,0.0029,0.0029,0.0014,0,0,0,0.0649,0.0032,0.0038,0.0038,0.0007,0,0,0,-0.0550,-0.0027,-0.0032,-0.0032,-0.0007,0,0,0
0.039799,1788221861.695568,0.0000,0.0000,-0.0032,-0.0032,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0029,0.0029,0.0007,0,0,0,0.0000,0.0000,0.0029,0.0029,0.0000,0,0,0,0.0000,0.0000,0.0038,0.0038,0.0007,0,0,0,0.0000,0.0000,-0.0032,-0.0032,0.0000,0,0,0
0.048045,1788221861.703695,0.0000,0.0000,-0.0032,-0.0032,-0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0021,0,0,0,0.0000,0.0000,0.0029,0.0029,0.0007,0,0,0,0.0000,0.0000,0.0029,0.0029,-0.0007,0,0,0,0.0000,0.0000,0.0038,0.0038,-0.0007,0,0,0,0.0000,0.0000,-0.0032,-0.0032,-0.0007,0,0,0
0.056292,1788221861.711994,-0.2876,-0.0412,-0.0412,-0.0412,-0.0014,0,0,0,0.0470,0.0063,-0.0138,-0.0138,0.0007,0,0,0,0.0519,0.0086,0.0129,0.0129,0.0007,0,0,0,-0.0793,-0.0127,0.0153,0.0153,-0.0014,0,0,0,0.0334,0.0072,0.0087,0.0087,0.0014,0,0,0,-0.0553,-0.0097,-0.0117,-0.0117,-0.0007,0,0,0
0.063836,1788221861.720554,-0.3930,-0.0592,-0.0592,-0.0592,-0.0014,0,0,0,0.0490,0.0085,-0.0186,-0.0186,0.0000,0,0,0,0.0689,0.0117,0.0175,0.0175,-0.0006,0,0,0,-0.0236,-0.0133,0.0159,0.0159,0.0014,0,0,0,-0.0008,0.0068,0.0082,0.0082,-0.0007,0,0,0,-0.1236,-0.0155,-0.0187,-0.0187,-0.0013,0,0,0
0.072238,1788221861.727888,0.0000,0.0000,-0.0592,-0.0592,-0.0007,0,0,0,0.0000,0.0000,-0.0186,-0.0186,-0.0014,0,0,0,0.0000,0.0000,0.0175,0.0175,0.0007,0,0,0,0.0000,0.0000,0.0159,0.0159,0.0021,0,0,0,0.0000,0.0000,0.0082,0.0082,0.0007,0,0,0,0.0000,0.0000,-0.0187,-0.0187,0.0007,0,0,0
0.079208,1788221861.733933,0.0000,0.0000,-0.0592,-0.0592,-0.0021,0,0,0,0.0000,0.0000,-0.0186,-0.0186,-0.0007,0,0,0,0.0000,0.0000,0.0175,0.0175,-0.0006,0,0,0,0.0000,0.0000,0.0159,0.0159,-0.0014,0,0,0,0.0000,0.0000,0.0082,0.0082,-0.0007,0,0,0,0.0000,0.0000,-0.0187,-0.0187,-0.0007,0,0,0
0.087873,1788221861.737505,0.0000,0.0000,-0.0592,-0.0592,0.0000,0,0,0,0.0000,0.0000,-0.0186,-0.0186,0.0000,0,0,0,0.0000,0.0000,0.0175,0.0175,0.0000,0,0,0,0.0000,0.0000,0.0159,0.0159,0.0014,0,0,0,0.0000,0.0000,0.0082,0.0082,0.0000,0,0,0,0.0000,0.0000,-0.0187,-0.0187,0.0014,0,0,0
0.095497,1788221861.749282,0.0000,0.0000,-0.0592,-0.0592,-0.0021,0,0,0,0.0000,0.0000,-0.0186,-0.0186,0.0000,0,0,0,0.0000,0.0000,0.0175,0.0175,-0.0006,0,0,0,0.0000,0.0000,0.0159,0.0159,0.0000,0,0,0,0.0000,0.0000,0.0082,0.0082,0.0007,0,0,0,0.0000,0.0000,-0.0187,-0.0187,0.0000,0,0,0
0.104153,1788221861.754213,0.0000,0.0000,-0.0592,-0.0592,-0.0000,0,0,0,0.0000,0.0000,-0.0186,-0.0186,0.0000,0,0,0,0.0000,0.0000,0.0175,0.0175,0.0007,0,0,0,0.0000,0.0000,0.0159,0.0159,0.0007,0,0,0,0.0000,0.0000,0.0082,0.0082,0.0000,0,0,0,0.0000,0.0000,-0.0187,-0.0187,-0.0021,0,0,0
0.111493,1788221861.764513,0.0000,0.0000,-0.0592,-0.0592,-0.0042,0,0,0,0.0000,0.0000,-0.0186,-0.0186,-0.0021,0,0,0,0.0000,0.0000,0.0175,0.0175,-0.0006,0,0,0,0.0000,0.0000,0.0159,0.0159,-0.0021,0,0,0,0.0000,0.0000,0.0082,0.0082,0.0000,0,0,0,0.0000,0.0000,-0.0187,-0.0187,-0.0007,0,0,0
0.120577,1788221861.772219,-0.8924,-0.2635,-0.2635,-0.2635,-0.0043,0,0,0,0.1031,0.0317,-0.0697,-0.0697,-0.0014,0,0,0,0.0374,0.0180,0.0270,0.0270,0.0007,0,0,0,-0.1107,-0.0372,0.0446,0.0446,0.0000,0,0,0,0.1492,0.0417,0.0501,0.0501,0.0014,0,0,0,-0.0706,-0.0290,-0.0348,-0.0348,-0.0007,0,0,0
0.128431,1788221861.782124,-0.9850,-0.3058,-0.3058,-0.3058,-0.0091,0,0,0,0.1012,0.0357,-0.0786,-0.0786,0.0000,0,0,0,0.0263,0.0185,0.0277,0.0277,0.0014,0,0,0,-0.1057,-0.0412,0.0494,0.0494,0.0035,0,0,0,0.1282,0.0468,0.0561,0.0561,0.0007,0,0,0,-0.0207,-0.0285,-0.0343,-0.0343,-0.0013,0,0,0
0.136045,1788221861.787036,0.0000,0.0000,-0.3058,-0.3058,-0.0128,0,0,0,0.0000,0.0000,-0.0786,-0.0786,-0.0014,0,0,0,0.0000,0.0000,0.0277,0.0277,0.0007,0,0,0,0.0000,0.0000,0.0494,0.0494,-0.0007,0,0,0,0.0000,0.0000,0.0561,0.0561,-0.0007,0,0,0,0.0000,0.0000,-0.0343,-0.0343,-0.0007,0,0,0
0.144631,1788221861.795654,-1.1780,-0.3743,-0.3743,-0.3743,-0.0205,0,0,0,0.0451,0.0365,-0.0803,-0.0803,-0.0021,0,0,0,-0.0278,0.0148,0.0223,0.0223,0.0007,0,0,0,-0.0319,-0.0405,0.0485,0.0485,0.0008,0,0,0,0.0268,0.0452,0.0542,0.0542,0.0021,0,0,0,-0.0207,-0.0279,-0.0335,-0.0335,-0.0021,0,0,0
0.152242,1788221861.803285,-1.2609,-0.4149,-0.4149,-0.4149,-0.0315,0,0,0,0.0451,0.0369,-0.0811,-0.0811,-0.0008,0,0,0,-0.0278,0.0129,0.0193,0.0193,0.0021,0,0,0,0.0091,-0.0382,0.0458,0.0458,0.0042,0,0,0,0.0028,0.0433,0.0519,0.0519,0.0028,0,0,0,0.0025,-0.0265,-0.0318,-0.0318,-0.0021,0,0,0
0.159814,1788221861.811532,0.0000,0.0000,-0.4149,-0.4149,-0.0427,0,0,0,0.0000,0.0000,-0.0811,-0.0811,-0.0043,0,0,0,0.0000,0.0000,0.0193,0.0193,0.0028,0,0,0,0.0000,0.0000,0.0458,0.0458,0.0057,0,0,0,0.0000,0.0000,0.0519,0.0519,0.0035,0,0,0,0.0000,0.0000,-0.0318,-0.0318,-0.0070,0,0,0
0.168342,1788221861.821062,0.0000,0.0000,-0.4149,-0.4149,-0.0607,0,0,0,0.0000,0.0000,-0.0811,-0.0811,-0.0091,0,0,0,0.0000,0.0000,0.0193,0.0193,0.0042,0,0,0,0.0000,0.0000,0.0458,0.0458,0.0098,0,0,0,0.0000,0.0000,0.0519,0.0519,0.0063,0,0,0,0.0000,0.0000,-0.0318,-0.0318,-0.0077,0,0,0
0.176620,1788221861.827670,-1.5131,-0.5612,-0.5612,-0.5612,-0.0800,0,0,0,0.1101,0.0466,-0.1025,-0.1025,-0.0133,0,0,0,0.0385,0.0163,0.0244,0.0244,0.0042,0,0,0,0.0074,-0.0321,0.0386,0.0386,0.0139,0,0,0,0.0824,0.0485,0.0582,0.0582,0.0118,0,0,0,0.1241,-0.0065,-0.0078,-0.0078,-0.0083,0,0,0
0.184113,1788221861.839745,0.0000,0.0000,-0.5612,-0.5612,-0.1000,0,0,0,0.0000,0.0000,-0.1025,-0.1025,-0.0195,0,0,0,0.0000,0.0000,0.0244,0.0244,0.0055,0,0,0,0.0000,0.0000,0.0386,0.0386,0.0166,0,0,0,0.0000,0.0000,0.0582,0.0582,0.0132,0,0,0,0.0000,0.0000,-0.0078,-0.0078,-0.0131,0,0,0
0.192097,1788221861.845753,0.0000,0.0000,-0.5612,-0.5612,-0.1222,0,0,0,0.0000,0.0000,-0.1025,-0.1025,-0.0257,0,0,0,0.0000,0.0000,0.0244,0.0244,0.0048,0,0,0,0.0000,0.0000,0.0386,0.0386,0.0166,0,0,0,0.0000,0.0000,0.0582,0.0582,0.0159,0,0,0,0.0000,0.0000,-0.0078,-0.0078,-0.0138,0,0,0
