t_s,t_capture,in_J1_deg,filt_J1_deg,target_J1_deg,cmd_J1_deg,act_J1_deg,ratelim_J1,rangeclamp_J1,halted_J1,in_J2_deg,filt_J2_deg,target_J2_deg,cmd_J2_deg,act_J2_deg,ratelim_J2,rangeclamp_J2,halted_J2,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3,in_J4_deg,filt_J4_deg,target_J4_deg,cmd_J4_deg,act_J4_deg,ratelim_J4,rangeclamp_J4,halted_J4,in_J5_deg,filt_J5_deg,target_J5_deg,cmd_J5_deg,act_J5_deg,ratelim_J5,rangeclamp_J5,halted_J5,in_J6_deg,filt_J6_deg,target_J6_deg,cmd_J6_deg,act_J6_deg,ratelim_J6,rangeclamp_J6,halted_J6
0.000000,1788215804.265361,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0007,0,0,0
0.008056,1788215804.272979,0.0000,0.0000,0.0000,0.0000,-0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0034,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,-0.0021,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0014,0,0,0
0.016253,1788215804.281499,0.1524,0.0140,0.0140,0.0140,-0.0007,0,0,0,0.0443,0.0041,-0.0057,-0.0057,-0.0007,0,0,0,-0.0051,-0.0005,-0.0007,-0.0007,0.0014,0,0,0,0.0095,0.0009,0.0010,0.0010,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0027,0,0,0,0.0717,0.0066,0.0079,0.0079,0.0014,0,0,0
0.023898,1788215804.281499,0.1524,0.0207,0.0207,0.0207,-0.0048,0,0,0,0.0443,0.0060,-0.0084,-0.0084,-0.0021,0,0,0,-0.0051,-0.0007,-0.0010,-0.0010,0.0000,0,0,0,0.0095,0.0013,0.0015,0.0015,-0.0007,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0717,0.0097,0.0117,0.0117,0.0027,0,0,0
0.032136,1788215804.296448,0.0000,0.0000,0.0207,0.0207,-0.0014,0,0,0,0.0000,0.0000,-0.0084,-0.0084,-0.0021,0,0,0,0.0000,0.0000,-0.0010,-0.0010,-0.0014,0,0,0,0.0000,0.0000,0.0015,0.0015,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0007,0,0,0,0.0000,0.0000,0.0117,0.0117,-0.0014,0,0,0
0.039621,1788215804.298571,0.3357,0.0512,0.0512,0.0512,-0.0027,0,0,0,0.0162,0.0070,-0.0098,-0.0098,-0.0007,0,0,0,-0.0051,-0.0011,-0.0017,-0.0017,-0.0006,0,0,0,0.0133,0.0024,0.0029,0.0029,-0.0021,0,0,0,0.0163,0.0016,0.0019,0.0019,0.0014,0,0,0,0.0717,0.0157,0.0189,0.0189,0.0000,0,0,0
0.047360,1788215804.310550,0.0000,0.0000,0.0512,0.0512,-0.0041,0,0,0,0.0000,0.0000,-0.0098,-0.0098,0.0000,0,0,0,0.0000,0.0000,-0.0017,-0.0017,-0.0014,0,0,0,0.0000,0.0000,0.0029,0.0029,0.0014,0,0,0,0.0000,0.0000,0.0019,0.0019,0.0007,0,0,0,0.0000,0.0000,0.0189,0.0189,0.0014,0,0,0
0.055736,1788215804.315304,0.5179,0.0956,0.0956,0.0956,-0.0021,0,0,0,-0.0554,0.0011,-0.0015,-0.0015,-0.0021,0,0,0,-0.0189,-0.0028,-0.0042,-0.0042,0.0000,0,0,0,-0.0407,-0.0017,-0.0020,-0.0020,-0.0021,0,0,0,0.1731,0.0179,0.0215,0.0215,-0.0007,0,0,0,0.1074,0.0244,0.0293,0.0293,0.0021,0,0,0
0.063673,1788215804.325741,0.0000,0.0000,0.0956,0.0956,-0.0027,0,0,0,0.0000,0.0000,-0.0015,-0.0015,-0.0028,0,0,0,0.0000,0.0000,-0.0042,-0.0042,0.0014,0,0,0,0.0000,0.0000,-0.0020,-0.0020,-0.0014,0,0,0,0.0000,0.0000,0.0215,0.0215,0.0000,0,0,0,0.0000,0.0000,0.0293,0.0293,0.0014,0,0,0
0.071939,1788215804.332122,0.7048,0.1539,0.1539,0.1539,-0.0021,0,0,0,-0.1188,-0.0104,0.0146,0.0146,-0.0028,0,0,0,-0.0117,-0.0037,-0.0055,-0.0055,0.0014,0,0,0,0.0221,0.0006,0.0007,0.0007,0.0000,0,0,0,0.1727,0.0327,0.0392,0.0392,0.0014,0,0,0,0.1123,0.0328,0.0394,0.0394,0.0007,0,0,0
