t_s,t_capture,in_J1_deg,filt_J1_deg,target_J1_deg,cmd_J1_deg,act_J1_deg,ratelim_J1,rangeclamp_J1,halted_J1,in_J2_deg,filt_J2_deg,target_J2_deg,cmd_J2_deg,act_J2_deg,ratelim_J2,rangeclamp_J2,halted_J2,in_J3_deg,filt_J3_deg,target_J3_deg,cmd_J3_deg,act_J3_deg,ratelim_J3,rangeclamp_J3,halted_J3,in_J4_deg,filt_J4_deg,target_J4_deg,cmd_J4_deg,act_J4_deg,ratelim_J4,rangeclamp_J4,halted_J4,in_J5_deg,filt_J5_deg,target_J5_deg,cmd_J5_deg,act_J5_deg,ratelim_J5,rangeclamp_J5,halted_J5,in_J6_deg,filt_J6_deg,target_J6_deg,cmd_J6_deg,act_J6_deg,ratelim_J6,rangeclamp_J6,halted_J6
0.000000,1788532659.296209,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.008837,1788532659.296209,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.016906,1788532659.311838,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.024839,1788532659.318092,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.032990,1788532659.326826,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.040239,1788532659.333410,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.048835,1788532659.343027,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.056390,1788532659.349573,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0
0.065178,1788532659.358627,-0.2719,-0.0146,-0.0146,-0.0146,0.0000,0,0,0,-0.0757,-0.0041,0.0090,0.0090,0.0000,0,0,0,0.0031,0.0002,0.0003,0.0003,0.0000,0,0,0,-0.0482,-0.0026,0.0031,0.0031,0.0000,0,0,0,0.1041,0.0056,0.0067,0.0067,0.0000,0,0,0,-0.0246,-0.0013,-0.0016,-0.0016,0.0000,0,0,0
0.073183,1788532659.366390,-0.2719,-0.0266,-0.0266,-0.0266,0.0000,0,0,0,-0.0757,-0.0074,0.0163,0.0163,0.0000,0,0,0,0.0031,0.0003,0.0005,0.0005,0.0000,0,0,0,-0.0482,-0.0047,0.0057,0.0057,0.0000,0,0,0,0.1041,0.0102,0.0122,0.0122,0.0000,0,0,0,-0.0246,-0.0024,-0.0029,-0.0029,0.0000,0,0,0
0.080779,1788532659.374481,-0.4562,-0.0474,-0.0474,-0.0474,-0.0000,0,0,0,-0.0517,-0.0095,0.0210,0.0210,0.0000,0,0,0,-0.0005,0.0003,0.0004,0.0004,0.0000,0,0,0,-0.0298,-0.0059,0.0071,0.0071,0.0000,0,0,0,0.0598,0.0126,0.0151,0.0151,0.0000,0,0,0,0.1448,0.0047,0.0057,0.0057,-0.0000,0,0,0
0.088835,1788532659.382033,-0.4562,-0.0659,-0.0659,-0.0659,-0.0000,0,0,0,-0.0517,-0.0115,0.0252,0.0252,0.0000,0,0,0,-0.0005,0.0002,0.0003,0.0003,0.0000,0,0,0,-0.0298,-0.0070,0.0084,0.0084,0.0000,0,0,0,0.0598,0.0147,0.0177,0.0177,0.0000,0,0,0,0.1448,0.0111,0.0133,0.0133,-0.0000,0,0,0
0.097094,1788532659.390596,-0.4562,-0.0859,-0.0859,-0.0859,-0.0001,0,0,0,-0.0517,-0.0135,0.0297,0.0297,0.0000,0,0,0,-0.0005,0.0002,0.0003,0.0003,0.0000,0,0,0,-0.0298,-0.0082,0.0098,0.0098,0.0000,0,0,0,0.0598,0.0170,0.0204,0.0204,0.0000,0,0,0,0.1448,0.0179,0.0215,0.0215,-0.0000,0,0,0
0.105125,1788532659.398312,-0.4562,-0.1030,-0.1030,-0.1030,-0.0001,0,0,0,-0.0517,-0.0153,0.0336,0.0336,0.0001,0,0,0,-0.0005,0.0002,0.0002,0.0002,0.0000,0,0,0,-0.0298,-0.0092,0.0110,0.0110,0.0000,0,0,0,0.0598,0.0190,0.0228,0.0228,0.0001,0,0,0,0.1448,0.0238,0.0285,0.0285,-0.0000,0,0,0
0.113180,1788532659.407394,-0.4562,-0.1221,-0.1221,-0.1221,-0.0003,0,0,0,-0.0517,-0.0172,0.0379,0.0379,0.0002,0,0,0,-0.0005,0.0001,0.0002,0.0002,0.0000,0,0,0,-0.0298,-0.0103,0.0123,0.0123,0.0001,0,0,0,0.0598,0.0212,0.0254,0.0254,0.0001,0,0,0,0.1448,0.0303,0.0364,0.0364,0.0000,0,0,0
